Assay Type	IEDB Assay ID	Method/Technique	Measurement Of	Units	Tree View Name	Ontology ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Axiom Count	Logical Note	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	has specified input some material entity plays role 'positive reference substance role'	Term Editor	Definition Source	Curator Comment	Curation Status	Comment	Synonyms				
TCell	153	cytometric bead array	IL-2 release		bead array	OBI:0001300	IL-2 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-2 production by T cells	An assay of epitope specific interleukin-2 production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-2 production by T cells	cytometric bead array assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				cytometric bead array, cytokine release,CBA				
TCell	383	bioassay	IL-16 release		bioassay	OBI:0001301	IL-16 release|bioassay	cell culture analyte detection bioassay measuring epitope specific interleukin-16 production by T cells	An assay of epitope specific interleukin-16 production by T cells that uses a cell culture analyte detection bioassay.	1		equivalent	biological activity assay measuring epitope specific interleukin-16 production by T cells	reporter cell line analyte detection bioassay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				cytokine bioassay, cytokine release				
TCell	351	ELISA	CCL3/MIP-1a release		ELISA	OBI:0001302	CCL3/MIP-1a release|ELISA	ELISA measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells	An assay of epitope specific macrophage inflammatory protein-1 alpha production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	338	ICS	GM-CSF release		ICS	OBI:0001303	GM-CSF release|ICS	intracellular cytokine staining assay measuring epitope specific granulocyte macrophage colony-stimulating factor production by T cells	An assay of epitope specific granulocyte macrophage colony stimulating factor production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific granulocyte macrophage colony stimulating factor production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	parent	biological activity	CXCL10/IP-10 release		CXCL10/IP-10	OBI:0001308	CXCL10/IP-10 release|biological activity	biological activity assay measuring epitope specific IP-10 production by T cells	A T cell epitope specific cytokine production assay that detects IP-10 production by T cells.	1		equivalent	biological activity assay measuring epitope specific cytokine production by T cells					IP-10 production						PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				CXCL10, IP-10 release, any method, IP10, IP 10, C-X-C motif chemokine, Interferon gamma-induced protein 10				
TCell	306	ICS	IL-13 release		ICS	OBI:0001309	IL-13 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-13 production by T cells	An assay of epitope specific interleukin-13 production by T cells that uses an intracellular cytokine staining assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-13 production by T cells	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				intracellular cytokine staining , ICS, cytokine release				
TCell	174	x-ray crystallography	3D structure	angstroms	crystallography	OBI:0001311	3D structure|x-ray crystallography|angstroms	X-ray crystallography assay determining the 3D structure of a T cell epitope:MHC:TCR complex	A T cell epitope 3D structure determination assay that uses an X-ray crystallography assay.	2		equivalent	3D structure determining assay of a T cell epitope:MHC:TCR complex	X-ray crystallography assay								angstrom		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				x-ray crystallography, MHC:epitope complex binding to TCR, angstroms, xray, x ray				
TCell	385	ELISA	CCL1/TCA-3 release		ELISA	OBI:0001315	CCL1/TCA-3 release|ELISA	ELISA measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 1 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	enzyme-linked immunosorbent assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISA, cytokine release				
TCell	194	binding assay	T cell- APC binding		T cell- APC binding	OBI:0001317	T cell- APC binding|binding assay	flow cytometry assay measuring cell-cell binding of a T cell epitope:MHC:TCR complex	A T cell epitope qualitative binding assay that uses a cell-cell binding detection by flow cytometry assay.	1		equivalent	assay measuring qualitiative binding of a T cell epitope:MHC:TCR complex	flow cytometry assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				any method, MHC:epitope complex binding to TCR, T cell- APC binding				
TCell	61	bioassay	IFNg release		bioassay	OBI:0001319	IFNg release|bioassay	cell culture analyte detection bioassay measuring epitope specific interferon-gamma production by T cells	An assay of epitope specific interferon-gamma production by T cells that uses a cell culture analyte detection bioassay.	1		equivalent	biological activity assay measuring epitope specific interferon-gamma production by T cells	reporter cell line analyte detection bioassay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				cytokine bioassay, cytokine release				
TCell	143	ELISPOT	granzyme B release		ELISPOT	OBI:0001322	granzyme B release|ELISPOT	ELISPOT assay measuring epitope specific granzyme B release by T cells	A T cell epitope specific granzyme B release assay that uses an ELISPOT assay.	1		equivalent	biological activity assay measuring epitope specific granzyme B release by T cells	enzyme-linked immunospot assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				ELISPOT				
TCell	360	in vivo assay	tolerance		tolerance	OBI:0001324	tolerance|in vivo assay	in vivo assay measuring T cell epitope specific tolerance induction	An efficacy of T cell epitope intervention experiment that uses a tolerance induction intervention experiment.	2		equivalent	biological activity assay measuring T cell epitope specific in vivo activity	tolerance induction intervention experiment						T cell tolerance induction				PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				any method, tolerance induction				
TCell	393	RNA/DNA detection	CCL5/RANTES release		RNA/DNA	OBI:0001325	CCL5/RANTES release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific RANTES production by T cells	An assay of epitope specific RANTES production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	1		equivalent	biological activity assay measuring epitope specific RANTES production by T cells	detection of specific nucleic acid polymers with complementary probes										IEDB	IEDB				RNA detection, DNA detection, cytokine release, PCR, RT-PCR				
TCell	154	cytometric bead array	IL-4 release		bead array	OBI:0001326	IL-4 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses a cytometric bead array assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	cytometric bead array assay										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				cytometric bead array, cytokine release, CBA				
TCell	parent	biological activity	lymphotoxin A/TNFb release		lymphotoxin A/TNFb	OBI:0001327	lymphotoxin A/TNFb release|biological activity	biological activity assay measuring epitope specific lymphotoxin A production by T cells	A T cell epitope specific cytokine production assay that detects lymphotoxin A production by T cells.	1		equivalent	biological activity assay measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells					lymphotoxin A production						PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				lymphotoxin A, TNFb release, any method, TNFb, tumor necrosis factor, beta				
TCell	420	ELISA	CXCL9/MIG release		ELISA	OBI:0001330	CXCL9/MIG release|ELISA	ELISA measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	An assay of epitope specific chemokine (C-X-C motif) ligand 9 production by T cells that uses an ELISA.	1		equivalent	biological activity assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells	enzyme-linked immunosorbent assay										IEDB	IEDB				ELISA, cytokine release				
TCell	parent	biological activity	CCL3/MIP-1a release		CCL3/MIP-1a	OBI:0001333	CCL3/MIP-1a release|biological activity	biological activity assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells	A T cell epitope specific cytokine production assay that detects macrophage inflammatory protein-1 alpha production by T cells.	1		equivalent	biological activity assay measuring epitope specific cytokine production by T cells					macrophage inflammatory protein-1 alpha production						PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				CCL3, MIP-1a release, any method, MIP1a, MIP 1a, Chemokine (C-C motif) ligand, macrophage inflammatory protein				
TCell	280	RNA/DNA detection	IL-4 release		RNA/DNA	OBI:0001339	IL-4 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-4 production by T cells	An assay of epitope specific interleukin-4 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	1		equivalent	biological activity assay measuring epitope specific interleukin-4 production by T cells	detection of specific nucleic acid polymers with complementary probes										PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters	IEDB				RNA detection, DNA detection, cytokine release, PCR, RT-PCR				
