Accession	IEDB Disease ID	Disease Name																								
DOID:4610	888	intestinal benign neoplasm																								
DOID:48	889	male reproductive system disease																								
DOID:480	890	movement disease																								
DOID:4960	891	bone marrow cancer																								
DOID:4961	892	bone marrow disease																								
DOID:50	893	thyroid gland disease																								
DOID:5082	894	liver cirrhosis																								
DOID:5093	895	thoracic cancer																								
DOID:5100	896	middle ear disease																								
DOID:5113	897	nutritional deficiency disease																								
DOID:525	898	central nervous system vasculitis																								
DOID:5295	899	intestinal disease																								
DOID:530	900	eyelid disease																								
DOID:535	901	sleep disorder																								
DOID:5353	902	colonic disease																								
DOID:5409	903	lung small cell carcinoma																								
DOID:557	904	kidney disease																								
DOID:5614	905	eye disease																								
DOID:5656	906	cranial nerve disease																								
DOID:5672	907	large intestine cancer																								
DOID:60001	908	pulmonary artery disease																								
DOID:60006	909	benign vascular tumor																								
DOID:6227	910	articular cartilage disease																								
DOID:630	911	genetic disease																								
DOID:633	912	myositis																								
DOID:639	913	acute disseminated encephalomyelitis																								
DOID:65	914	connective tissue disease																								
DOID:6536	915	plasma cell neoplasm																								
DOID:655	916	inherited metabolic disorder																								
DOID:66	917	muscle tissue disease																								
DOID:680	918	tauopathy																								
DOID:686	919	liver carcinoma																								
DOID:7	920	disease of anatomical entity																								
DOID:706	921	mature B-cell neoplasm																								
DOID:707	922	B-cell lymphoma																								
DOID:715	923	T-cell lymphoblastic leukemia/lymphoma																								
DOID:732	924	urethral disease																								
DOID:7427	925	anthrax disease																								
DOID:75	926	lymphatic system disease																								
DOID:76	927	stomach disease																								
DOID:848	928	arthritis																								
DOID:850	929	lung disease																								
DOID:8502	930	bullous skin disease																								
DOID:854	931	collagen disease																								
DOID:8574	932	lichen disease																								
DOID:8857	933	lupus erythematosus																								
DOID:8886	934	chorioretinitis																								
DOID:8925	935	primary thrombocytopenia																								
DOID:896	936	metal metabolism disorder																								
DOID:9256	937	colorectal cancer																								
DOID:930	938	orbital disease																								
DOID:9351	939	diabetes mellitus																								
DOID:9423	940	blepharitis																								
DOID:9446	941	cholangitis																								
DOID:9455	942	lipid storage disease																								
DOID:9500	943	leukocyte disease																								
DOID:9553	944	adrenal gland disease																								
DOID:9561	945	nasopharyngeal disease																								
DOID:9588	946	encephalitis																								
DOID:974	947	upper respiratory tract disease																								
DOID:9741	948	biliary tract disease																								
DOID:9942	949	lymph node disease																								
ONTIE:0003424	950	infection without disease																								
ONTIE:0003427	951	animal model of disease																								
DOID:12120	952	pulmonary alveolar proteinosis																								
DOID:2921	953	glomerulonephritis																								
DOID:2986	954	IgA glomerulonephritis																								
DOID:657	955	adenoma																								
DOID:0060564	956	spinal disease																								
DOID:322	957	myelitis																								
DOID:0060904	958	legume allergy																								
DOID:0070334	959	vegetable allergy																								
DOID:0070335	960	celery allergy																								
DOID:10242	961	ehrlichiosis																								
DOID:0050025	962	human granulocytic anaplasmosis																								
DOID:13034	963	relapsing fever																								
DOID:13036	964	tick-borne relapsing fever																								
DOID:0080599	965	Coronavirus infectious disease																								
DOID:4327	966	Marburg hemorrhagic fever																								
DOID:9952	967	acute lymphoblastic leukemia																								
DOID:5603	968	T-cell acute lymphoblastic leukemia																								
